new_id,Годовая выручка
874,494744694.3875048
875,1373107760.2930796
876,1290082283.2720132
877,758894505.0867518
878,403373221.3767153
879,411263141.1346838
880,990542109.9305992
881,436802634.58304405
882,363499347.4904294
883,1395891725.030682
884,621626766.0711942
885,754976671.8914388
886,346495974.675255
887,578593674.9561106
888,699542230.9777434
889,747824041.59417
890,1181670017.1076481
891,777196991.7717507
892,693294434.1279669
893,885397784.7284055
894,1977202572.989866
895,377684541.0080479
896,663795517.6842797
897,664948146.433655
898,536426198.0756118
899,389754677.1837281
900,1235011512.448241
901,328516867.20275307
902,407632060.20839137
903,415474889.976146
905,491061149.72968
906,558011788.2768816
907,360462325.0437431
908,541753495.0797534
909,644733437.3151311
910,832074432.1769563
911,726130978.123532
912,580120038.5512651
913,959469235.2259369
916,535495792.0532555
917,660173804.6334674
918,978257925.1172988
919,378083223.3113058
920,721471515.0906268
921,584787260.0872798
922,612967251.2942711
923,393876822.9266046
924,1071409706.7085279
925,532888456.01597553
926,353534812.4663159
927,970522595.2459427
928,567117131.150632
929,498827492.34899604
930,699496283.086457
931,697457184.292674
932,568831874.3210264
933,483160397.3595833
934,594466500.5655284
935,566603289.6509246
936,425899732.34585226
937,723993915.3978828
938,637928144.8421118
939,446616354.4375746
941,416281077.88786906
942,642740441.2791312
943,765164440.2646242
944,1205521131.0428069
945,390752201.6758571
946,387460346.7866765
947,839385019.2354985
948,837437347.3521603
949,711934240.8973637
950,316272517.7872259
951,492523794.0144286
952,381625857.7494202
953,863247749.9212925
954,568877032.8691492
955,508793932.42444843
956,1076776791.9151065
957,776437180.6010089
958,835757592.5367303
959,606444318.6306791
960,577242680.2042109
961,674653392.2896858
962,928202008.7790585
963,1025431812.6856791
964,777142460.8855703
965,1087315743.1496408
966,1112124171.6160111
967,1407277143.4859989
968,670868826.637707
969,1088974116.8745208
970,984284329.7057513
971,451922071.946053
972,426726630.2949512
974,699455395.7519608
975,1304152015.7148514
977,821097472.3771296
978,1262065987.383836
979,1885644553.9520397
980,939746047.3567218
981,853038198.2756193
982,418051693.1226445
983,732571319.7145121
984,520260571.380211
985,425998061.25873226
986,2246324047.2483606
987,1632266516.3822532
988,1062416150.0505384
989,694095677.3852366
990,1377758901.345869
991,2057855254.5222793
992,1350694012.8852859
993,1535416626.0543516
994,1160538008.4490924
995,768879659.4376659
996,617823632.9231138
997,2587418378.864619
998,1198863204.0995927
999,2109004128.7446556
1000,908151478.1429907
1001,602075119.2248455
1002,735087373.0472449
1003,1698818547.5915375
1004,673349542.688694
1005,2735131988.2198334
1006,828260022.6025515
1007,609998399.4505962
1008,2062154832.416922
1009,551688447.3150629
1010,901190372.0506845
1011,987361068.171293
1012,683838084.9536532
1013,1624003340.728188
1014,1507258801.2538471
1015,1079055850.2690482
1016,1618092951.1142726
1017,285944787.9623157
1018,967816536.0088749
1019,641940091.2032912
1020,291831289.35418403
1021,517870827.1939032
1022,556287138.0429685
1024,481507067.54035425
1025,421407502.9955595
1027,1318505341.167086
1028,717853604.5942035
1029,370360434.76190287
1030,590195408.4372281
1031,357994265.9327236
1032,480429161.5642488
1033,795443310.9768283
1034,414808230.4678014
1035,605480758.8181031
1036,481526955.9958489
1037,771347027.4313567
1039,345589164.591011
1040,1517420823.9300997
1041,635371505.5761195
1042,841552254.3146241
1043,669034251.9595665
1044,553353348.9832928
1045,428291201.36020947
1046,454525539.1605824
1047,533832337.60619223
1048,450743667.807658
1049,1245070639.1668248
1050,1850260312.3349087
1051,644807155.8526075
1052,680085801.6293553
1053,867653087.2623034
1054,956995611.1852659
1055,1678720623.2945592
1056,849536080.9063767
1057,819437090.0422987
1058,1706467441.9197373
1059,1028190893.9097083
1060,623902442.962354
1061,959844487.4291719
1062,555462679.4245524
1063,634281603.1775626
1064,681894619.2427921
1065,389286602.6334727
1066,1701794026.215203
1067,1984599498.528195
1068,976016044.2380188
1069,1508376141.1381419
1070,2239580616.540941
1071,1133163405.222417
1072,895255357.818163
1073,1639315839.749099
1074,1261620119.4588072
1075,1505451354.097454
1076,1093787367.352533
1077,1628545794.7450588
1078,820580854.5478559
1079,1475353431.0045602
1080,914335942.2485344
1081,972206904.4328617
1082,1959890230.7221963
1083,1236720947.4390752
1084,560589364.2486482
1085,558578738.220516
1086,1391265956.459032
1087,909760437.9630747
1088,1202685302.27099
1089,476537450.3024683
1090,500251966.3456655
1091,1224687445.979219
1092,1331799369.1581435
1093,902982820.4317625
1094,2465331149.462437
1095,907394203.1669159
1096,653183142.0755335
1097,638784614.6401181
1098,3383615036.8366632
1099,810476760.1426524
1100,986026767.9753103
1101,653681584.2099468
1102,1647029107.8028278
1103,575384221.6958156
1104,848036205.2781014
1105,963725459.5111647
1106,553105688.2133337
1107,372539385.7195746
1108,484583977.18175614
1109,732284622.4599239
1110,986421638.1101042
1111,1312231070.3607824
1112,663210594.336066
1113,1085745775.9575179
1115,1014772880.2387393
1116,1405862671.775595
1117,1736804773.1101427
1118,501504493.2573096
1119,566460284.9056463
1120,1276093021.9572475
1121,740882483.9871688
1122,640171481.607039
1123,1469033179.543375
1124,1051813612.3882384
1125,1169330373.219485
1126,1054669830.4377933
1127,526327995.98985946
1128,1772491932.6366656
1129,539687238.1336215
1130,656205007.7157143
1131,674049467.9807705
1132,1680250421.168144
1133,760503289.5073882
1134,817271283.5881004
1135,1085165229.4494035
1136,503088487.84654033
1137,424459993.69488436
1138,634215355.4156499
1140,462659604.67043775
1141,992035537.9335186
1142,457258528.81008244
1143,1117593871.2780204
1144,770332462.9975424
1145,736390987.5288419
1146,1308315278.8425756
1147,592353440.0706034
1148,428077251.78259975
1149,518484888.0531476
1150,594080130.6346545
1152,619495835.6997473
1153,611480451.5074863
1154,710215225.9858255
1155,373161283.0999538
1156,1003923107.1828964
1157,858048994.2843912
1158,1119592962.2747765
1159,639531110.3718907
1160,568728491.1117362
1161,782361283.5487703
1162,355900508.6282199
1163,377668766.70198786
1164,498243794.93080676
1165,505001512.4817052
1166,555262889.7656868
1167,548952301.990078
1168,393873741.2635587
1169,1130936552.7056983
1170,774955679.5456908
1171,2299563384.511655
1172,1427421824.0673215
1173,1552927784.4701197
1174,514225235.20871323
1175,1171689122.058753
1176,464938799.36882615
1178,698185596.2202777
1179,1284363820.5833569
1180,1589154766.7352407
1181,1503226209.6883688
1182,1450499468.4268084
1183,1293040110.6018622
1184,1890509613.9577808
1185,557095175.1808954
1186,1740412607.3097086
1187,1003938950.8401251
1188,725441541.3151867
1189,1299104262.2398899
1190,1176164473.1218266
1191,1549710989.279524
1192,808807177.9833932
1193,1613569718.1308858
1194,830876828.553268
1195,760266180.9377353
1196,2092811112.9881136
1197,1632172149.044976
1198,990076489.947567
1199,1609892501.8506987
1200,1007412767.3802111
1201,694523772.1843394
1202,630568090.0442014
1203,925316258.761438
1204,455324190.38461953
1205,1041535013.7873213
1206,529770236.6464725
1207,622811812.6905652
1208,1408092258.7152164
1209,1313908536.537084
1210,621198447.6360569
1211,1064256450.5589641
1212,1304207082.9426153
1213,789253002.1318021
1214,351907770.6728873
1216,1369924032.4934459
1217,1049139123.6801108
1218,458622418.3979533
1219,1075699911.3039398
1221,998787448.2030293
1222,500865137.483743
1223,650696129.4428955
1224,832542207.1956221
1225,413058495.33971804
1226,1077025802.828552
1227,1008305995.1413364
1228,483136617.0143017
1229,1117027686.4634054
1230,2133160590.5533679
1231,849454762.328891
1232,1485421228.7566917
1233,970488055.0936165
1234,1400244638.0161996
1235,1206885689.6447206
1236,1334324372.1028626
1237,725037166.7241917
1238,782193723.1687274
1239,1471437790.239375
1240,995083162.6667955
1241,796935468.9239346
1242,1701382800.6654308
1243,695846430.894948
1244,1105159237.7610655
1245,816072636.5663373
1247,659931430.0527167
1248,515000424.66265064
1249,990890692.7520922
1250,960184265.9487728
1251,666199059.5058378
1252,2115753793.716763
1253,1014605755.3992856
1254,985915897.2989699
1255,1607887690.1549075
1256,771245431.9909956
1257,1199803879.0701609
1258,499460056.6474737
1259,370935244.19633555
1260,541409635.6427344
1261,651015184.1551725
1262,1016101032.8645808
1263,969098665.3551686
1264,1231151320.094089
1265,1841395852.7523289
1266,1916592697.3977597
1267,1123475904.4251628
1268,1961725531.3972518
1269,1360916633.466503
1270,1014018439.9253336
1271,1241373445.8500884
1272,1264276723.9658496
1273,543220712.9395015
1274,1296087759.6001654
1275,663558453.8938369
1276,1099918417.8434615
1277,1860805634.9882817
1278,797643885.6732337
1279,1016360231.3813407
1280,2173103301.2543397
1281,2171989420.8951964
1282,992826662.793008
1283,488414680.95210326
1284,2196198486.87292
1285,675226953.5660343
1286,387177775.3582157
1287,1411443189.4895072
1288,429046417.59024024
1289,2153086268.8030653
1290,1637928119.8150547
1291,653173786.4479737
1292,1349044394.6651475
1293,1319688781.0285156
1294,1182601900.6990037
1295,727107699.9936846
1296,667642226.9717185
1297,633210390.6739271
1298,2102865425.928446
1299,1140055595.5456553
1300,923367142.5193049
1301,1230981666.0527313
1302,802967102.206042
1303,2045736473.8627477
1304,1131317246.1937234
1305,660566107.0622079
1306,1942690919.715671
1307,1003969660.4702184
1308,680453287.6075629
1309,1058149591.3587686
1310,918955683.7227861
1311,797540102.4154499
1312,3052364144.9942565
1313,1689060405.2952256
1314,1739739588.5764008
1315,738002136.2058556
1316,831437671.9091477
1317,946822992.2883856
1318,1311682605.5099175
1319,702361971.8083377
1320,1741848820.3646724
1321,575062107.5642726
1322,612528033.5133023
1323,2909264787.0537224
1324,2002698839.4001935
1325,1132607809.438203
1326,2488691648.660862
1327,1524727871.8854337
1328,587543765.2145975
1329,1107634797.8361104
1330,1226190100.6675475
1331,1561456691.0961514
1332,2516554295.8737316
1333,1214049713.1220171
1334,1851790824.8510778
1335,1495934885.937605
1336,1147969037.3853953
1337,1124288175.2938604
1338,1763402368.914092
1339,1988569045.3294146
1340,1612363588.1282563
1341,1115832432.8006134
1342,1254214240.2735314
1343,1310787518.8192387
1344,1527477432.2606642
1345,1332749481.3973556
1346,945518488.1492331
1347,859880157.8004155
1348,2331204709.1472178
1349,1890985520.658031
1350,2222557819.770078
1351,2374736251.8286176
1352,1442621377.971798
1353,993749346.349534
1354,647114259.903653
1355,1744933910.784378
1356,1414169656.5862288
1357,2353822320.760007
1358,1996555349.299465
1359,2114508657.6104712
1360,1506825926.6087174
1361,1522263075.1001537
1362,1440919889.5707493
1363,993161347.3946915
1364,1933414881.5488067
1365,1008865611.6468686
1366,1972012249.0252113
1367,2098917107.7424886
1368,2377506818.9644513
1369,2162305737.1585402
1370,2222824399.8198943
1371,1417521276.9029753
1372,1000253881.1936867
1373,1112590476.0545716
1374,1350051757.267632
1375,1367594204.5070353
1376,903593628.049084
1377,834496921.016568
1378,1355000589.1699991
1379,1129772296.2535033
1380,2172390937.0673437
1381,625419885.7680362
1382,823875425.3093576
1383,534155439.59245557
1384,1875880886.3127189
1385,2216560403.526267
1386,1344160792.9474657
1387,1088224304.3296516
1388,1680908637.8116398
1389,579237207.1392666
1390,1271744338.5839584
1391,1379067098.5458014
1392,1988278436.666034
1393,2446701937.77564
1394,3071087713.4475822
1395,938373168.6124861
