id,address,area_m2,url
330578930,"Москва, ВАО, р-н Измайлово, м. Соколиная гора, улица 1-я Измайловского Зверинца, 8",450.0,https://www.cian.ru/rent/commercial/330578930/?context=4.7Ul5H-l31Lw.AfBKilu0n6K6lqtaeBtP8czwNbJqq7NfFM8JMKJJ3PLbxz1YzbMctN2Ctr-UmDHlMl1D5x7Vfu3ILgOe2Bmys1Q-CJWt1_YFi-LkkrrZLg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330578930,"Москва, ВАО, р-н Измайлово, м. Соколиная гора, улица 1-я Измайловского Зверинца, 8",700.0,https://www.cian.ru/rent/commercial/330578930/?context=4.7Ul5H-l31Lw.AfBKilu0n6K6lqtaeBtP8czwNbJqq7NfFM8JMKJJ3PLbxz1YzbMctN2Ctr-UmDHlMl1D5x7Vfu3ILgOe2Bmys1Q-CJWt1_YFi-LkkrrZLg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330223925,"Москва, ЮАО, р-н Москворечье-Сабурово, м. Варшавская, Каширский проезд, 27",416.0,https://www.cian.ru/rent/commercial/330223925/?context=4.ty2p2JOM_yc.l4o02234W5loCqApc0DuGY29TqNTVlCUKkreY6-GUnSKNeU2lwSRwFGnIBJHLqNR7zBcr3NXsuiilQnHAav8osOIiD_pMqps8RTLE0ukng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330223925,"Москва, ЮАО, р-н Москворечье-Сабурово, м. Варшавская, Каширский проезд, 27",315.0,https://www.cian.ru/rent/commercial/330223925/?context=4.ty2p2JOM_yc.l4o02234W5loCqApc0DuGY29TqNTVlCUKkreY6-GUnSKNeU2lwSRwFGnIBJHLqNR7zBcr3NXsuiilQnHAav8osOIiD_pMqps8RTLE0ukng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330223925,"Москва, ЮАО, р-н Москворечье-Сабурово, м. Варшавская, Каширский проезд, 27",639.0,https://www.cian.ru/rent/commercial/330223925/?context=4.ty2p2JOM_yc.l4o02234W5loCqApc0DuGY29TqNTVlCUKkreY6-GUnSKNeU2lwSRwFGnIBJHLqNR7zBcr3NXsuiilQnHAav8osOIiD_pMqps8RTLE0ukng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
318066450,"Москва, СВАО, р-н Отрадное, м. Дегунино, Алтуфьевское шоссе, 41С6",200.0,https://www.cian.ru/rent/commercial/318066450/?context=4.zi2Ty-wMehw.7_ZZHZIIBVb-Uttq8QddwpKzXe8yzKobfiiTH6NBpUzcQYbezdGdvFFZwXzRM74gUkc_5fiXXDjFk_DcxetPeBYH3jiYo8ow3LGS3-mhJQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
318066450,"Москва, СВАО, р-н Отрадное, м. Дегунино, Алтуфьевское шоссе, 41С6",500.0,https://www.cian.ru/rent/commercial/318066450/?context=4.zi2Ty-wMehw.7_ZZHZIIBVb-Uttq8QddwpKzXe8yzKobfiiTH6NBpUzcQYbezdGdvFFZwXzRM74gUkc_5fiXXDjFk_DcxetPeBYH3jiYo8ow3LGS3-mhJQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
322484151,"Москва, САО, р-н Западное Дегунино, м. Селигерская, Коровинское шоссе, 1А",208.4,https://www.cian.ru/rent/commercial/322484151/?context=4.c5lTn2B0790.g2AtWZpLbqUd7_9dovyza5N83c8yTh4bqd5zkBN9ADR5k6cLkB_75zifLwC-XWEdj1YmpQoqA7pOXTIJKvouAx15aqWIEKPTPtoYz5IetA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330798194,"Москва, ЦАО, р-н Тверской, м. Новослободская, Краснопролетарская улица, 16С2",426.25,https://www.cian.ru/rent/commercial/330798194/?context=4._sO-LaN7IO4.6BlcMTKLdFwRmVpYFd12U1DihYBAx2KcgEnLCETbEJrQkvEkWxN-RlD9ItAKuz9iwPsPeAo6v5-WXTmWIJGKp60Pn-YxaEhge30kiH0RoQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330798194,"Москва, ЦАО, р-н Тверской, м. Новослободская, Краснопролетарская улица, 16С2",302.83,https://www.cian.ru/rent/commercial/330798194/?context=4._sO-LaN7IO4.6BlcMTKLdFwRmVpYFd12U1DihYBAx2KcgEnLCETbEJrQkvEkWxN-RlD9ItAKuz9iwPsPeAo6v5-WXTmWIJGKp60Pn-YxaEhge30kiH0RoQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330798194,"Москва, ЦАО, р-н Тверской, м. Новослободская, Краснопролетарская улица, 16С2",317.79,https://www.cian.ru/rent/commercial/330798194/?context=4._sO-LaN7IO4.6BlcMTKLdFwRmVpYFd12U1DihYBAx2KcgEnLCETbEJrQkvEkWxN-RlD9ItAKuz9iwPsPeAo6v5-WXTmWIJGKp60Pn-YxaEhge30kiH0RoQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
