Полный адрес помещения,"Торговая площадь, вещественный",url,Месяц,"Дата открытия, категориальный","Торговая площадь, категориальный",Населенный пункт,Регион,Численность населения,Количество домохозяйств,"Трафик пеший, в час","Трафик авто, в час","Маркетплейсы, доставки, постаматы (100 м)",Медицинские уч. и аптеки (300 м),Школы (300 м),Остановки (300 м),Продуктовые магазины (500 м),Пятерочки (500 м),Ожидаемый трафик,Ожидаемый средний чек,Ожидаемая выручка
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,4,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60296.759,1074.8292003351507,64808717.2587713
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,5,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60938.289,1078.447157214351,65718724.537556544
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,6,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60179.829,1075.1951963845192,64705063.060041785
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,7,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61723.491,1072.5419417396001,66201032.888086736
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,8,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61862.551,1078.9726680373208,66748001.70406482
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,9,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,62454.481,1081.233155985478,67527855.59706508
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,10,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61234.371,1100.5629177724552,67392278.01572101
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,11,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60133.013,1118.4349235469758,67254861.7973043
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,12,Новый,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,59704.708,1227.8427571579734,73307993.28603171
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,1,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,57107.37,1281.415482466958,73178268.0809691
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,2,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,57365.723,1277.3140870917712,73274046.10410441
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,3,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,59813.766,1290.5749377129835,77194147.32982898
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,4,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60306.611,1282.8492111821456,77364288.35041851
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,5,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60845.423,1276.552079426963,77672351.25426316
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,6,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60253.601,1261.7275372386075,76023627.5994877
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,7,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61215.642,1243.3894936965623,76114886.11269002
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,8,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61242.107,1247.3836548963407,76392403.26321277
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,9,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61834.573,1251.8068145527866,77404939.85636175
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,10,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60687.688,1280.8428223636492,77731389.58064458
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,11,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,59602.523,1305.4130484146774,77805911.24263592
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,12,Средний по возрасту,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,59420.332,1303.6606834638985,77463950.62677176
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,1,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,58256.203,1194.2611821693647,69573121.8634785
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,2,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,58561.41,1185.1882546550853,69406295.30804086
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,3,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,60893.591,1197.1639478656116,72899611.80127388
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,4,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61380.611,1191.380956437969,73127691.03992692
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,5,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61997.873,1187.1980778632299,73603755.65720864
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,6,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,61237.239,1174.8580936308488,71945065.87075667
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,7,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,62421.078,1159.9632667711198,72406157.55225489
"Москва, ВАО, р-н Соколиная гора, м. Шоссе Энтузиастов, шоссе Энтузиастов, 31С39",209.0,https://www.cian.ru/rent/commercial/330721479/?context=4.Y3oJpmAankQ.mNdTzILG3j3H1nouAdyJxq37f2HtDKpCUTmFNhfgGytxtkabOiAtZOQ68wQWQRnYf2BWICA8tL-3NkHUp8HxrfTnt5cnOO-YD7Y2xnVcng&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c,8,Открыт давно,Маленький,Москва г,Москва г,12506468,6414.0,158.8125,150.416667,0,0,0,2,1,0,62509.769,1161.3521655519341,72595855.59630117
